id,orf1,orf2,orf3
KC175356,2-5102,5082-6705,6704-7511
KC175355,2-5102,5082-6705,6704-7511
KC175354,2-5102,5082-6705,6704-7511
KC175353,2-5102,5082-6705,6704-7511
KC175352,2-5102,5082-6705,6704-7511
KC175351,2-5102,5082-6705,6704-7511
KC175350,2-5102,5082-6705,6704-7511
KC175349,2-5102,5082-6705,6704-7511
KC175348,2-5102,5082-6705,6704-7511
KC175347,2-5102,5082-6705,6704-7511
KC175346,2-5102,5082-6705,6704-7511
KC175345,2-5102,5082-6705,6704-7511
KC175344,2-5102,5082-6705,6704-7511
KC175343,2-5102,5082-6705,6704-7511
KC175342,2-5102,5082-6705,6704-7511
JX048594,5-5069,5055-6681,6680-7307
JQ911598,2-5102,5082-6705,6704-7511
JQ911597,1-5101,5081-6704,6703-7510
JQ911596,2-5102,5082-6705,6704-7511
JQ911595,2-5102,5082-6705,6704-7511
KC013592,4-5104,5084-6704,6703-7510
KC175323,4-5104,5084-6707,6706-7513
KC409302,4-5104,5084-6707,6706-7513
KC409301,4-5104,5084-6707,6706-7513
GU594162,4-5098,5078-6689,6688-7483
GU017903,4-5098,5078-6689,6688-7483
JX289821,4-5104,5084-6704,6703-7168
JQ622197,4-5104,5084-6707,6706-7513
JX486102,10-5113,4979-6746,6742-7399
JX486101,2-5099,4965-6732,6728-7385
EU794907,21-5076,5062-6631,6587-7271
JX445169,2-5084,5064-6687,6686-7493
JX445168,2-5084,5064-6687,6686-7493
JX445167,2-5084,5064-6687,6686-7493
JX445166,0-5073,5053-6676,6675-7482
JX445165,2-5084,5064-6687,6686-7493
JX445164,2-5084,5064-6687,6686-7493
JX445163,1-5068,5048-6671,6670-7477
JX445162,2-5069,5049-6672,6671-7478
JX445161,2-5063,5043-6666,6665-7472
JX445160,2-5069,5049-6672,6671-7478
JX445159,1-5068,5048-6671,6670-7477
JX445158,2-5084,5064-6687,6686-7493
JX445157,2-5084,5064-6687,6686-7493
JX445156,2-5084,5064-6687,6686-7493
JX445155,1-5068,5048-6671,6670-7477
JX445154,2-5063,5043-6666,6665-7472
JX445153,2-5063,5043-6666,6665-7463
JX445152,2-5084,5064-6687,6686-7493
JX023286,4-5104,5084-6704,6703-7510
JX023285,4-5374,5357-6950,6949-7588
JQ911594,4-5410,5393-7028,7027-7675
DQ456824,4-5104,5084-6713,6712-7492
JQ798158,4-5104,5084-6707,6706-7513
JX126913,4-5104,5084-6707,6706-7513
JX126912,4-5104,5084-6707,6706-7513
FJ692501,4-5080,5060-6647,6646-7486
FJ692500,4-5080,5060-6647,6646-7486
AY823305,7-5083,5063-6737,6736-7564
JQ658375,5-5069,5055-6681,6680-7307
HQ392821,5-5087,5070-6714,6713-7475
JQ388274,4-5371,5354-6977,6976-7606
JF781268,10-5251,5234-6971,6970-7735
EU482057,1-4795,4781-6407,6406-7033
EU424333,4-5101,5081-6689,6688-7420
GU991355,4-5101,5081-6728,6727-7492
GU991354,2-5102,5082-6705,6704-7511
GU991353,2-5102,5082-6705,6704-7511
JQ237823,5-5069,5055-6681,6680-7307
AB601769,5-5069,5055-6681,6680-7307
GQ845369,4-5104,5084-6707,6706-7513
GQ845368,4-5104,5084-6707,6706-7513
GQ845366,4-5104,5084-6707,6706-7513
GQ845024,4-5104,5084-6707,6706-7513
EF684915,4-5104,5084-6707,6706-7513
EF187497,4-5104,5084-6707,6706-7513
JN975498,2-5003,4989-6615,6614-7241
JN975496,2-5012,4998-6624,6623-7250
JN975495,2-5012,4998-6624,6623-7163
JN975494,2-4970,4956-6582,6581-7208
JN975493,2-5012,4998-6624,6623-7202
JN975492,1-5044,5030-6656,6655-7282
JN975491,1-5023,5009-6635,6634-7267
JN595867,4-5104,5084-6707,6706-7513
GQ845370,4-5110,5090-6698,6697-7477
HQ664990,4-5110,5090-6698,6697-7477
GU325839,4-5104,5084-6707,6706-7513
HQ449728,4-5110,5090-6698,6697-7477
GU445325,4-5104,5084-6707,6706-7513
JF320653,5-5069,5055-6681,6680-7307
JF320652,5-5069,5055-6681,6680-7307
JF320651,5-5069,5055-6681,6680-7307
JF320650,5-5069,5055-6681,6680-7307
JF320649,5-5069,5055-6681,6680-7307
JF320648,5-5069,5055-6681,6680-7307
JF320647,5-5069,5055-6681,6680-7307
JF320646,5-5069,5055-6681,6680-7307
JF320645,5-5069,5055-6681,6680-7307
JF320644,5-5069,5055-6681,6680-7307
FJ514242,4-5104,5084-6707,6706-7513
AB435514,5-5069,5055-6681,6680-7307
GQ845367,4-5104,5084-6707,6706-7513
DQ223043,5-5069,5055-6681,6680-7307
DQ223042,5-5069,5055-6681,6680-7307
DQ223041,5-5069,5055-6681,6680-7307
HQ009513,4-5104,5084-6707,6706-7513
GU980585,4-5104,5084-6731,6730-7495
AB541362,0-5100,5080-6703,6702-7509
AB541361,0-5100,5080-6703,6702-7509
AB541360,0-5100,5080-6703,6702-7509
AB541359,0-5100,5080-6703,6702-7509
AB541358,0-5100,5080-6703,6702-7509
AB541357,0-5103,5083-6706,6705-7512
AB541356,0-5100,5080-6703,6702-7509
AB541355,0-5100,5080-6703,6702-7509
AB541354,0-5100,5080-6703,6702-7509
AB541353,0-5100,5080-6703,6702-7509
AB541352,0-5100,5080-6703,6702-7509
AB541351,0-5100,5080-6703,6702-7509
AB541350,0-5100,5080-6703,6702-7509
AB541349,0-5100,5080-6703,6702-7509
AB541348,0-4992,4972-6595,6594-7401
AB541347,0-5100,5080-6703,6702-7509
AB541346,0-5100,5080-6703,6702-7509
AB541345,0-5100,5080-6703,6702-7509
AB541344,0-5100,5080-6703,6702-7509
AB541343,0-5100,5080-6703,6702-7509
AB541342,0-5100,5080-6703,6702-7509
AB541341,0-5100,5080-6703,6702-7509
AB541340,0-5100,5080-6703,6702-7509
AB541339,0-5100,5080-6703,6702-7509
AB541338,0-5100,5080-6703,6702-7509
AB541337,0-5100,5080-6703,6702-7509
AB541336,0-5100,5080-6703,6702-7509
AB541335,0-5100,5080-6703,6702-7509
AB541334,0-5100,5080-6703,6702-7509
AB541333,0-5100,5080-6703,6702-7509
AB541332,0-5100,5080-6703,6702-7509
AB541331,0-5100,5080-6703,6702-7509
AB541330,0-5100,5080-6703,6702-7509
AB541329,0-5100,5080-6703,6702-7509
AB541328,0-5100,5080-6703,6702-7509
AB541327,0-5100,5080-6703,6702-7509
AB541326,0-5100,5080-6703,6702-7509
AB541325,0-5100,5080-6703,6702-7509
AB541324,0-5100,5080-6703,6702-7509
AB541323,0-5100,5080-6703,6702-7509
AB541322,0-5100,5080-6703,6702-7509
AB541321,0-5100,5080-6703,6702-7509
AB541320,0-5100,5080-6703,6702-7509
AB541319,0-5100,5080-6703,6702-7509
AB541318,0-5100,5080-6703,6702-7509
AB541317,0-5100,5080-6703,6702-7509
AB541316,0-5100,5080-6703,6702-7509
AB541315,0-5100,5080-6703,6702-7509
AB541314,0-5100,5080-6703,6702-7509
AB541313,0-5100,5080-6703,6702-7509
AB541312,0-5100,5080-6703,6702-7509
AB541311,0-5100,5080-6703,6702-7509
AB541310,0-5100,5080-6703,6702-7509
AB541309,0-5100,5080-6703,6702-7509
AB541308,0-5100,5080-6703,6702-7509
AB541307,0-5100,5080-6703,6702-7509
AB541306,0-5100,5080-6703,6702-7509
AB541305,0-5103,5083-6706,6705-7512
AB541304,0-5100,5080-6703,6702-7509
AB541303,0-5100,5080-6703,6702-7509
AB541302,0-5100,5080-6703,6702-7509
AB541301,0-5100,5080-6703,6702-7509
AB541300,0-4854,4834-6457,6456-7263
AB541299,0-5100,5080-6703,6702-7509
AB541298,0-5100,5080-6703,6702-7509
AB541297,0-5100,5080-6703,6702-7509
AB541296,0-5100,5080-6703,6702-7509
AB541295,0-5100,5080-6703,6702-7509
AB541294,0-5100,5080-6703,6702-7509
AB541293,0-5100,5080-6703,6702-7509
AB541292,0-5100,5080-6703,6702-7509
AB541291,0-5100,5080-6703,6702-7509
AB541290,0-5100,5080-6703,6702-7509
AB541289,0-5100,5080-6703,6702-7509
AB541288,0-5100,5080-6703,6702-7509
AB541287,0-5100,5080-6703,6702-7509
AB541286,0-5100,5080-6703,6702-7509
AB541285,0-5100,5080-6703,6702-7509
AB541284,0-5100,5080-6703,6702-7509
AB541283,0-5100,5080-6703,6702-7509
AB541282,0-5100,5080-6703,6702-7509
AB541281,0-5100,5080-6703,6702-7509
AB541280,0-5100,5080-6703,6702-7509
AB541279,0-5100,5080-6703,6702-7509
AB541278,0-5100,5080-6703,6702-7509
AB541277,0-5100,5080-6703,6702-7509
AB541276,0-5100,5080-6703,6702-7509
AB541275,0-5100,5080-6703,6702-7506
AB541274,0-5100,5080-6703,6702-7509
AB541273,0-5100,5080-6703,6702-7509
AB541272,0-5100,5080-6703,6702-7509
AB541271,0-5100,5080-6703,6702-7509
AB541270,0-5100,5080-6703,6702-7509
AB541269,0-5100,5080-6703,6702-7509
AB541268,0-5100,5080-6703,6702-7509
AB541267,0-5100,5080-6703,6702-7509
AB541266,0-5100,5080-6703,6702-7509
AB541265,0-5100,5080-6703,6702-7509
AB541264,0-5100,5080-6703,6702-7509
AB541263,0-5100,5080-6703,6702-7509
AB541262,0-5100,5080-6703,6702-7509
AB541261,0-5100,5080-6703,6702-7509
AB541260,0-5100,5080-6703,6702-7509
AB541259,0-5100,5080-6703,6702-7509
AB541258,0-5100,5080-6703,6702-7509
AB541257,0-5100,5080-6703,6702-7509
AB541256,0-5100,5080-6703,6702-7509
AB541255,0-5100,5080-6703,6702-7509
AB541254,0-5100,5080-6703,6702-7509
AB541253,0-5100,5080-6703,6702-7509
AB541252,0-5100,5080-6703,6702-7509
AB541251,0-5100,5080-6703,6702-7509
AB541250,0-5100,5080-6703,6702-7509
AB541249,0-5100,5080-6703,6702-7509
AB541248,0-5100,5080-6703,6702-7509
AB541247,0-5100,5080-6703,6702-7509
AB541246,0-5100,5080-6703,6702-7509
AB541245,0-5100,5080-6703,6702-7509
AB541244,0-5100,5080-6703,6702-7509
AB541243,0-5100,5080-6703,6702-7509
AB541242,0-5100,5080-6703,6702-7509
AB541241,0-5100,5080-6703,6702-7509
AB541240,0-5100,5080-6703,6702-7509
AB541239,0-5100,5080-6703,6702-7509
AB541238,0-5100,5080-6703,6702-7509
AB541237,0-5100,5080-6703,6702-7509
AB541236,0-5100,5080-6703,6702-7509
AB541235,0-5100,5080-6703,6702-7509
AB541234,0-5100,5080-6703,6702-7509
AB541233,0-5100,5080-6703,6702-7497
AB541232,0-5100,5080-6703,6702-7509
AB541231,0-5100,5080-6703,6702-7509
AB541230,0-5100,5080-6703,6702-7509
AB541229,0-5100,5080-6703,6702-7509
AB541228,0-5100,5080-6703,6702-7509
AB541227,0-5100,5080-6703,6702-7509
AB541226,0-5100,5080-6703,6702-7509
AB541225,0-5100,5080-6703,6702-7509
AB541224,0-5100,5080-6703,6702-7509
AB541223,0-5100,5080-6703,6702-7509
AB541222,0-5100,5080-6703,6702-7509
AB541221,0-4995,4975-6598,6597-7404
AB541220,0-5100,5080-6703,6702-7509
AB541219,0-5100,5080-6703,6702-7509
AB541218,0-5100,5080-6703,6702-7509
AB541217,0-5100,5080-6703,6702-7509
AB541216,0-5100,5080-6703,6702-7509
AB541215,0-5100,5080-6703,6702-7509
AB541214,0-5100,5080-6703,6702-7509
AB541213,0-5100,5080-6703,6702-7509
AB541212,0-4995,4975-6598,6597-7404
AB541211,0-5100,5080-6703,6702-7509
AB541210,0-5100,5080-6703,6702-7509
AB541209,0-5100,5080-6703,6702-7509
AB541208,0-5100,5080-6703,6702-7509
AB541207,0-5100,5080-6703,6702-7509
AB541206,0-5100,5080-6703,6702-7509
AB541205,0-5100,5080-6703,6702-7509
AB541204,0-5100,5080-6703,6702-7509
AB541203,0-5100,5080-6703,6702-7509
AB541202,0-5100,5080-6703,6702-7509
AB541201,0-5100,5080-6703,6702-7509
AY772730,4-5098,5084-6701,6700-7498
AY581254,4-5104,5084-6707,6706-7513
AY485642,4-5104,5084-6707,6706-7513
HCU07611,4-5104,5084-6692,6691-7471
AB435515,5-5069,5055-6681,6680-7307
AY134748,4-5104,5084-6713,6712-7492
AY032605,4-5104,5084-6704,6703-7510
EU004683,5-5069,5055-6678,6677-7295
EU004682,5-5069,5055-6681,6680-7307
EU004681,5-5069,5055-6681,6680-7307
EU004680,5-5072,5058-6684,6683-7310
EU004679,5-5072,5058-6684,6683-7310
EU004678,5-5072,5058-6684,6683-7310
EU004677,5-5069,5055-6681,6680-7307
EU004676,5-5069,5055-6681,6680-7307
EU004675,5-5069,5055-6681,6680-7307
EU004674,5-5069,5055-6681,6680-7307
EU004673,5-5069,5055-6681,6680-7307
EU004672,5-5069,5055-6681,6680-7307
EU004671,5-5069,5055-6681,6680-7307
EU004670,5-5069,5055-6681,6680-7307
EU004669,5-5069,5055-6681,6680-7307
EU004668,5-5069,5055-6681,6680-7307
EU004667,5-5069,5055-6681,6680-7307
EU004666,5-5069,5055-6681,6680-7307
EU004665,5-5069,5055-6681,6680-7307
EU004664,5-5069,5055-6681,6680-7307
EU004663,5-5072,5058-6684,6683-7310
EU004662,5-5069,5055-6681,6680-7307
EU004661,5-5069,5055-6681,6680-7307
EU004660,5-5069,5055-6681,6680-7307
EU004659,5-5069,5055-6681,6680-7307
EU004658,5-5069,5055-6681,6680-7307
EU004657,5-5069,5055-6681,6680-7307
EU004656,5-5069,5055-6681,6680-7307
EU004655,5-5069,5055-6681,6680-7307
EU004654,5-5069,5055-6681,6680-7307
AF145896,4-5104,5084-6704,6703-7510
AF093797,4-5359,5342-6965,6964-7594
AB543808,0-5100,5080-6703,6702-7509
FJ537138,4-5104,5084-6704,6703-7510
FJ537137,4-5104,5084-6704,6703-7510
FJ537136,4-5104,5084-6704,6703-7510
FJ537135,4-5104,5084-6704,6703-7510
FJ537134,4-5104,5084-6704,6703-7510
EF531291,5-5069,5055-6681,6680-7307
EF531290,5-5069,5055-6681,6680-7307
FJ515294,4-5371,5354-6995,6994-7630
FJ446719,5-5069,5055-6681,6680-7307
AY228235,5-5069,5055-6681,6680-7307
AF097917,21-5076,5062-6631,6422-7271
CVXRNA,4-5374,5357-6950,6949-7588
AF504671,4-5104,5084-6731,6730-7507
AY741811,3-5103,5083-6703,6702-7509
AY587989,4-5104,5084-6707,6706-7513
AY587988,4-5104,5084-6707,6706-7513
AY587987,4-5104,5084-6707,6706-7513
AY587986,4-5104,5084-6707,6706-7513
AY587985,4-5104,5084-6707,6706-7513
AY587984,4-5104,5084-6707,6706-7513
AY587983,4-5104,5084-6707,6706-7513
AY237415,4-5104,5084-6731,6730-7507
AY502023,4-5104,5084-6707,6706-7513
AY502020,4-5104,5084-6707,6706-7513
AB084071,4-5098,5078-6731,6730-7510
AB083781,4-5104,5084-6704,6703-7489
AB083780,4-5140,5120-6746,6745-7507
AB447463,2-5102,5082-6705,6704-7511
AB447462,2-5102,5082-6705,6704-7511
AB447461,2-5102,5082-6705,6704-7511
AB447460,2-5102,5082-6705,6704-7511
AB447459,2-5102,5082-6705,6704-7511
AB447458,2-5102,5082-6705,6704-7511
AB447457,2-5102,5082-6705,6704-7511
AB447455,2-5102,5082-6705,6704-7511
AB447454,2-5102,5082-6705,6704-7511
AB447453,2-5102,5082-6705,6704-7511
AB447452,2-5102,5082-6705,6704-7511
AB447451,2-5102,5082-6705,6704-7511
AB447450,2-5102,5082-6705,6704-7511
AB447449,2-5102,5082-6705,6704-7511
AB447448,2-5102,5082-6705,6704-7511
AB447447,2-5102,5082-6705,6704-7511
AB447446,2-5102,5082-6705,6704-7511
AB447445,2-5102,5082-6705,6704-7511
AB447444,2-5102,5082-6705,6704-7511
AB447443,2-5102,5082-6705,6704-7511
AB447442,2-5102,5082-6705,6704-7511
AB447441,2-5102,5082-6705,6704-7511
AB447440,2-5102,5082-6705,6704-7511
AB447439,2-5102,5082-6705,6704-7511
AB447438,2-5102,5082-6705,6704-7511
AB447437,2-5102,5082-6705,6704-7511
AB447436,2-5102,5082-6705,6704-7511
AB447435,2-5102,5082-6705,6704-7511
AB447434,2-5102,5082-6705,6704-7511
AB447433,2-5102,5082-6705,6704-7502
AB447432,2-5102,5082-6705,6704-7502
AB447431,2-5102,5082-6705,6704-7511
AB447430,2-5102,5082-6705,6704-7511
AB447429,2-5102,5082-6705,6704-7511
AB447428,2-5102,5082-6705,6704-7511
AB447427,2-5102,5082-6705,6704-7511
EU854589,5-5069,5055-6681,6680-7307
AB365435,4-5104,5084-6731,6730-7495
EU310927,4-5104,5084-6707,6706-7513
DQ658413,4-5104,5084-6707,6706-7513
EF014462,5-5069,5055-6681,6680-7307
DQ415279,4-5104,5084-6707,6706-7513
DQ285629,5-5069,5055-6681,6680-7307
DQ911368,5-5069,5055-6681,6680-7307
AB220923,2-5078,5058-6681,6680-7487
AB220922,2-5078,5058-6681,6680-7487
AB220921,4-5104,5084-6707,6706-7513
DQ369797,4-5104,5084-6707,6706-7513
AB187514,4-5404,5387-7019,7018-7666
X86557,4-5104,5084-6704,6703-7510
AB039782,4-5113,5093-6740,6739-7504
AB039781,4-5113,5093-6740,6739-7504
AB039780,4-5104,5084-6698,6697-7471
AB039779,4-5098,5078-6722,6721-7498
AB039778,4-5098,5078-6722,6721-7498
AB039777,4-5098,5078-6731,6730-7510
AB039776,4-5098,5078-6731,6730-7510
AB039775,4-5104,5084-6692,6691-7471
AB039774,4-5368,5351-6983,6982-7621
AB042808,4-5362,5345-6980,6979-7606
MK213549,4-5104,5084-6698,6697-7471
KJ194510,4-5404,5387-7025,7024-7504
KC597140,0-5043,5023-6673,6672-7376
KC597144,4-5104,5084-6707,6706-7513
KC576910,1-5062,5042-6695,6694-7441
U07611,4-5104,5084-6692,6691-7471
L07418,4-5371,5354-6995,6994-7630
M87661,4-5374,5357-6950,6949-7588
AB126320,5-5087,5070-6714,6713-7478
AB045603,4-5104,5084-6692,6691-7471
